,sentence_norm,canonical_aspect,majority_category,majority_sentiment,majority_tone,runs_count,,,,,,
2680,"Kesempatan ini kami implementasikan melalui cara kami melayani pemirsa dan juga cara kami dalam menghemat energi, serta mengelola limbah produksi.",energy efficiency and waste management,e-s,positive,action,1,,,e-s-g,positive,commitment,
2681,"Kesempatan ini kami implementasikan melalui cara kami melayani pemirsa dan juga cara kami dalam menghemat energi, serta mengelola limbah produksi.",penerapan efisiensi energi dan pengelolaan limbah,e-s,positive,action,1,,,e-s-g,positive,commitment,
2682,"Ketika ayah saya mendirikan Perusahaan ini pada tahun 1971, beliau memulai dan menanamkan keberlanjutan ke dalam pemikiran dan kegiatan bisnis kami sehari-hari dijiwai dengan nilai untuk Berkembang Menuju Kesejahteraan Bersama.",corporate governance philosophy,e-s-g,positive,commitment,1,,,e-s-g,positive,action,
2683,Kinerja 100% untuk Service Level Agreement (SLA) Operations,service level agreement performance,none,positive,outcome,1,,,e-s-g,positive,action,
2684,Kinerja Ekonomi (2-6),economic performance,none,positive,outcome,1,,,e-s-g,positive,commitment,
2685,Kinerja Perseroan didukung oleh kondisi ekonomi yang baik selama tahun 2018.,economic conditions,none,positive,none,4,,,e-s-g,positive,commitment,
2686,Kinerja Perseroan didukung oleh kondisi ekonomi yang baik selama tahun 2018.,kinerja keuangan,none,positive,none,1,,,e-g,positive,commitment,
2687,"Kinerja Perseroan didukung oleh kondisi ekonomi yang baik selama tahun 2018. Pertumbuhan ekonomi tercatat sebesar 5,17% dibandingkan 5,07% pada tahun sebelumnya. Inflasi Indeks Harga Konsumen tetap rendah dan terkendali dalam kisaran sasaran 3,13% dibandingkan 3,61% pada tahun 2017.",economic conditions,none,positive,none,1,,,s,positive,commitment,
2688,"Kiprahnya sebagai pencipta tren dalam pengembangan properti Tanah Air membuatnya mampu mengembangkan lebih dari 65 proyek, dengan lebih dari 1.981 hektare cadangan lahan dan memiliki 1.288 karyawan yang tersebar di Jakarta, Tangerang, Surabaya, Mojokerto, dan Batang.",project development,none,positive,none,1,,,,,,
2689,Kisah ini menyoroti tantangan kerawanan pangan yang lazim dihadapi oleh keluarga-keluarga di Indonesia.,food insecurity,e-s,neutral,none,1,,,,,,
2690,Kisah ini menyoroti tantangan kerawanan pangan yang lazim dihadapi oleh keluarga-keluarga di Indonesia.,food security,e-s,neutral,none,1,,,,,,
2691,"Kode Etik Pemasok menjadi wujud komitmen untuk memastikan bahwa pemasok kami menerapkan praktik-praktik yang etis, bertanggung jawab, dan berkelanjutan.",kode etik pemasok,e-s-g,positive,commitment,1,,,,,,
2692,"Kode Etik Pemasok menjadi wujud komitmen untuk memastikan bahwa pemasok kami menerapkan praktik-praktik yang etis, bertanggung jawab, dan berkelanjutan.",supplier ethics,e-s-g,positive,commitment,1,,,,,,
2693,"Kolaborasi dengan mitra bisnis dan perusahaan FMCG, khususnya dalam upaya mendaur naik bahan pembungkus sekali pakai yang sangat sulit untuk didaur naik dengan inovasi teknologi, sebagai bagian dari tanggung jawab dari produsen (EPR).",extended producer responsibility,e-s-g,positive,action,2,,,,,,
2694,"Kolaborasi dengan mitra bisnis dan perusahaan FMCG, khususnya dalam upaya mendaur naik bahan pembungkus sekali pakai yang sangat sulit untuk didaur naik dengan inovasi teknologi, sebagai bagian dari tanggung jawab dari produsen (EPR).",extended producer responsibility (epr),e-s-g,positive,action,1,,,,,,
2696,"Komitmen Bank Mandiri terhadap ESG telah ditetapkan sejak awal melalui keterlibatannya sebagai satu dari delapan bank yang membentuk inisiatif keuangan berkelanjutan di Indonesia, atau 'The first movers on sustainable banking.'",esg commitment,e-s-g,positive,commitment,1,,,,,,
2697,"Komitmen Bank Mandiri terhadap ESG telah ditetapkan sejak awal melalui keterlibatannya sebagai satu dari delapan bank yang membentuk inisiatif keuangan berkelanjutan di Indonesia, atau 'The first movers on sustainable banking.'",sustainable finance initiative,e-s-g,positive,commitment,1,,,,,,
2698,Komitmen Bank Mandiri terhadap Net Zero Emission dengan menetapkan target untuk mencapai Net Zero Emission dalam operasional pada tahun 2030 dan dalam pembiayaan pada tahun 2060.,emisi karbon,e-g,positive,commitment,1,,,,,,
2700,Komitmen Mengedepan Kesehatan dan Keselamatan Kerja [K3],occupational health and safety,s,positive,commitment,1,,,,,,
2701,Komitmen Mengedepankan Keselamatan dan Kesehatan Bekerja,occupational health & safety,s,positive,commitment,1,,,,,,
2704,Komitmen dan Strategi Keberlanjutan Mendukung Ambisi Keberlanjutan Indonesia,sustainability strategy,e-s-g,positive,commitment,2,,,,,,
2705,Komitmen kami ditunjukkan dengan sertifikasi Best Aquaculture Practice (BAP) untuk operasi budidaya perairan kami.,best aquaculture practice certification,e,positive,outcome,1,,,,,,
2706,Komitmen kami diwujudkan melalui implementasi berkelanjutan Peraturan Presiden No. 111 Tahun 2022 yang merupakan penyempurnaan Peraturan Presiden No. 59 Tahun 2017.,regulatory implementation,g,positive,action,1,,,,,,
2709,"Komitmen keberlanjutan ini juga merupakan salah satu wujud dukungan kami terhadap upaya pemerintah untuk mencapai Tujuan Pembangunan Berkelanjutan (TPB) di Indonesia, terutama terkait: TPB 3: Kehidupan Sehat dan Sejahtera; TPB 4: Pendidikan Berkualitas; TPB 7: Energi Bersih dan Terjangkau; TPB 8: Pekerjaan Layak dan Pertumbuhan Ekonomi; TPB 12: Konsumsi dan Produksi yang Bertanggung Jawab; TPB 13: Penanganan Perubahan Iklim; serta TPB 15: Ekosistem Daratan.",support for sustainable development goals (sdgs),e-s-g,positive,commitment,1,,,,,,
2710,Komitmen keberlanjutan ini juga merupakan salah satu wujud dukungan kami terhadap upaya pemerintah untuk mencapai Tujuan Pembangunan Berkelanjutan (TPB) di Indonesia.,support for sdgs,e-s-g,positive,commitment,1,,,,,,
2711,Komitmen mencapai Net Zero Emission dalam pembiayaan pada tahun 2060.,financed emissions target,e,positive,commitment,1,,,,,,
2712,"Komitmen tersebut berhasil membuat Perusahaan kembali mempertahankan pencapaian PROPER Emas untuk Area Kamojang selama tujuh tahun berturut-turut, PROPER Hijau untuk Area Ulubelu, dan PROPER Biru untuk Area Lahendong dan Area Sibayak.",environmental award,e,positive,outcome,1,,,,,,
2713,"Komitmen tersebut berhasil membuat Perusahaan kembali mempertahankan pencapaian PROPER Emas untuk Area Kamojang selama tujuh tahun berturut-turut, PROPER Hijau untuk Area Ulubelu, dan PROPER Biru untuk Area Lahendong dan Area Sibayak.",environmental awards,e,positive,outcome,1,,,,,,
2714,"Komitmen tersebut diwujudkan dengan adanya kebijakan transisi energi PERTAMINA, inisiatif menurunkan emisi GRK, pengembangan energi terbarukan, serta produk bersih dan ramah lingkungan.",emission reduction targets,e,positive,action,1,,,,,,
2715,"Komitmen tersebut diwujudkan dengan adanya kebijakan transisi energi PERTAMINA, inisiatif menurunkan emisi GRK, pengembangan energi terbarukan, serta produk bersih dan ramah lingkungan.",environmental protection,e,positive,action,1,,,,,,
2717,Komitmen tersebut juga ditujukan untuk menciptakan nilai tambah bagi kami dalam persaingan usaha di industri sejenis yang semakin ketat.,creating added value through sustainability,none,positive,commitment,1,,,,,,
2718,Komitmen untuk menghasilkan profitabilitas merupakan bagian dari tujuan perumusan strategi keberlanjutan kami untuk memberikan nilai tambah atas investasi yang diberikan investor maupun pemegang saham Perseroan serta memberikan manfaat yang berkelanjutan bagi pemangku kepentingan kami.,profitability commitment,none,positive,commitment,3,,,,,,
2719,"Komitmen yang berkelanjutan terhadap masyarakat, karyawan dan mitra usaha berakar pada Falsafah Tiga Tangan Perseroan.",community engagement,s,positive,commitment,2,,,,,,
2720,"Komitmen yang berkelanjutan terhadap masyarakat, karyawan dan mitra usaha berakar pada Falsafah Tiga Tangan Perseroan.",social responsibility,s,positive,commitment,1,,,,,,
2721,Komitmen yang kuat dari segenap insan BRMS untuk mewujudkan keberlanjutan perusahaan menjadi kunci utama kesuksesan dalam menjaga performa yang baik dalam pengelolaan pertambangan mineral.,commitment to sustainability,e-s-g,positive,commitment,1,,,,,,
2722,Komitmen yang kuat dari segenap insan BRMS untuk mewujudkan keberlanjutan perusahaan menjadi kunci utama kesuksesan dalam menjaga performa yang baik dalam pengelolaan pertambangan mineral.,corporate commitment,e-s-g,positive,commitment,2,,,,,,
2723,Komitmen yang kuat dari segenap insan BRMS untuk mewujudkan keberlanjutan perusahaan menjadi kunci utama kesuksesan dalam menjaga performa yang baik dalam pengelolaan pertambangan mineral.,corporate sustainability commitment,e-s-g,positive,commitment,1,,,,,,
2724,Komitmen yang kuat dari segenap insan BRMS untuk mewujudkan keberlanjutan perusahaan menjadi kunci utama kesuksesan dalam menjaga performa yang baik dalam pengelolaan pertambangan mineral.,keberlanjutan perusahaan,e-s-g,positive,commitment,2,,,,,,
2725,Komitmen yang kuat dari segenap insan BRMS untuk mewujudkan keberlanjutan perusahaan menjadi kunci utama kesuksesan dalam menjaga performa yang baik dalam pengelolaan pertambangan mineral.,sustainability commitment,e-s-g,positive,commitment,1,,,,,,
2726,"Kompleks perkantoran terpadu kami, South Quarter, menerima Gold Rating for Existing Building – Greenship V1.1 dari Green Building Council Indonesia.",gold rating for existing building,e,positive,outcome,1,,,,,,
2727,"Kompleks perkantoran terpadu kami, South Quarter, menerima Gold Rating for Existing Building – Greenship V1.1 dari Green Building Council Indonesia.",green building certification,e,positive,outcome,2,,,,,,
2728,"Kompleks perkantoran terpadu kami, South Quarter, menerima Gold Rating for Existing Building – Greenship V1.1 dari Green Building Council Indonesia.",green building certification achievement,e,positive,outcome,1,,,,,,
2729,"Kompleks perkantoran terpadu kami, South Quarter, menerima Gold Rating for Existing Building – Greenship V1.1 dari Green Building Council Indonesia.",sustainability certification,e,positive,outcome,1,,,,,,
2730,Kondisi makroekonomi yang penuh tantangan dan disertai penurunan daya beli turut memberikan tekanan pada para pengiklan.,kondisi makroekonomi,none,neutral,none,1,,,,,,
2731,Kondisi makroekonomi yang penuh tantangan dan disertai penurunan daya beli turut memberikan tekanan pada para pengiklan.,market conditions,none,neutral,none,1,,,,,,
2732,"Konsisten, dapat dipercaya, aman, berkualitas baik, produk higienis",product safety and quality,none,positive,outcome,1,,,,,,
2733,Konsumsi Energi Energy Consumption (Gj),energy consumption,e,neutral,none,1,,,,,,
2734,"Konsumsi Energi Energy Consumption | 2020 27,209.6 GJ | 2019 12,236.25 GJ",energy consumption,e,neutral,outcome,1,,,,,,
2735,"Konsumsi Energi Energy Consumption | 2020 27.209,6 GJ",energy consumption,e,neutral,outcome,1,,,,,,
2736,"Konsumsi Energi Energy Consumption | 2020 27.209,6 GJ | 2019 12.236,25 GJ",energy consumption,e,neutral,outcome,3,,,,,,
2737,Konsumsi swasta diprakirakan tetap baik seiring terjaganya daya beli dan keyakinan konsumen serta dampak positif persiapan pemilu.,consumer confidence,none,positive,none,3,,,,,,
2738,Konsumsi swasta diprakirakan tetap baik seiring terjaganya daya beli dan keyakinan konsumen serta dampak positif persiapan pemilu.,konsumsi swasta,none,positive,none,1,,,,,,
2739,Konsumsi swasta diprakirakan tetap baik seiring terjaganya daya beli dan keyakinan konsumen serta dampak positif persiapan pemilu.,private consumption,none,positive,none,2,,,,,,
2740,Kontribusi Perusahaan Kepada Negara Company's Contribution to the State,state contribution,none,positive,outcome,1,,,,,,
2741,Kontribusi kepada Komunitas,community contribution,s,positive,action,1,,,,,,
2742,Koordinasi yang sempurna,operational coordination,none,positive,none,1,,,,,,
2743,Kualitas produk dalam portofolio properti terus kami jaga dengan mengadopsi praktik terbaik dalam semua aspek aktivitas bisnis.,product quality,none,positive,outcome,1,,,,,,
2744,Kualitas produk dalam portofolio properti terus kami jaga dengan mengadopsi praktik terbaik dalam semua aspek aktivitas bisnis.,property portfolio quality management,none,positive,outcome,1,,,,,,
2745,"LABA BERSIH NET INCOME | US$ 1,264,725",net income,none,neutral,outcome,1,,,,,,
2746,"LCA memberikan wawasan terhadap hotspot lingkungan dan mendasari upaya kami dalam mengelola air dan air limbah, efisiensi energi, meminimalkan limbah dan perbaikan proses.",environmental hotspot identification and resource management,e,positive,action,1,,,,,,
2747,"LCA memberikan wawasan terhadap hotspot lingkungan dan mendasari upaya kami dalam mengelola air dan air limbah, efisiensi energi, meminimalkan limbah dan perbaikan proses.",manajemen lingkungan,e,positive,action,2,,,,,,
2749,"Laba Usaha Operating Profit Rp (miliar)/Rp (billion) 339,03 1.101,83 1.752,42",operating profit,none,neutral,outcome,1,,,,,,
2750,"Laba komprehensif tahun berjalan yang dapat diatribusikan kepada pemilik entitas induk Perseroan turun sebesar 66,78% dari Rp869,92 miliar pada tahun 2018 menjadi Rp289,03 miliar pada tahun 2019.",profitability,none,negative,outcome,1,,,,,,
2751,"Laba komprehensif tahun berjalan yang dapat diatribusikan kepada pemilik entitas induk Perseroan yang turun sebesar 66,78% dari Rp869,92 miliar pada tahun 2018 menjadi Rp289,03 miliar pada tahun 2019.",profit,none,negative,outcome,1,,,,,,
2752,"Laba tahun berjalan sebesar Rp1,08 triliun dibandingkan Rp1,12 triliun di tahun sebelumnya.",laba,none,neutral,outcome,2,,,,,,
2753,"Laba tahun berjalan sebesar Rp1,08 triliun dibandingkan Rp1,12 triliun di tahun sebelumnya.",laba tahun berjalan,none,neutral,outcome,1,,,,,,
2754,"Laba usaha Perseroan tahun ini tercatat sebesar Rp339,03 miliar, atau menurun dibandingkan Rp1,10 triliun di tahun 2022",profitability,none,negative,outcome,1,,,,,,
2755,Labor Practices and People Development,labor practices,s,neutral,none,1,,,,,,
2756,Langkah ini merupakan salah satu upaya kami bermitra dengan Pemerintah untuk mengedukasi masyarakat dan memerangi hoaks atau berita bohonyang kerap beredar.,combating misinformation,s,positive,action,2,,,,,,
2757,Langkah ini merupakan salah satu upaya kami bermitra dengan Pemerintah untuk mengedukasi masyarakat dan memerangi hoaks atau berita bohonyang kerap beredar.,media ethics,s,positive,action,2,,,,,,
2758,Langkah ini merupakan salah satu upaya kami bermitra dengan Pemerintah untuk mengedukasi masyarakat dan memerangi hoaks atau berita bohonyang kerap beredar.,pemberantasan hoaks dan edukasi masyarakat,s,positive,action,1,,,,,,
2760,"Langkah tersebut akan meningkatkan sinergi yang sejalan dengan strategi kami untuk ""memproduksi dan mengkonsumsi secara lokal"".",local production and consumption strategy,none,positive,commitment,1,,,,,,
